No,Size,Type,IsDegradeRead,replicas,nativeec,hydra,microec,NativeecTimes,HydraTimes,MicroecTimes,,,
2704,55967744,GET,TRUE,8598.989,20382.695,16128.393,10353.868,2.37,1.88,1.2,,0.492026545,0.35803474
681,55967744,GET,FALSE,8595.279,8586.079,8630.47,8578.566,1,1,1,,0.000875021,0.006014041
2095,55967744,GET,TRUE,8599.401,19281.142,15710.422,9160.36,2.24,1.83,1.07,,0.524905734,0.416924638
1306,55967744,GET,FALSE,8595.849,8581.219,8592.201,8577.574,1,1,1,,0.000424765,0.001702358
78,55967744,GET,FALSE,8593.807,8597.357,8583.291,8577.939,1,1,1,,0.002258601,0.000623537
10442,56475648,GET,TRUE,8675.693,18911.5,16020.887,9086.422,2.18,1.85,1.05,,0.519529281,0.432839018
9102,56475648,GET,TRUE,8657.13,19469.92,16032.265,11400.781,2.25,1.85,1.32,,0.414441302,0.288885195
3712,56688640,GET,TRUE,8688.996,20454.59,15585.344,11171.496,2.35,1.79,1.29,,0.453839163,0.283205042
9390,57425920,GET,FALSE,8801.819,8815.657,8811.495,8805.712,1,1,1,,0.001128107,0.000656302
9718,57753600,GET,TRUE,8864.609,19149.383,15678.112,9780.047,2.16,1.77,1.1,,0.48927613,0.376197402
10897,57769984,GET,FALSE,8870.86,8886.964,8872.423,8858.699,1,1,1,,0.003180501,0.001546815
9372,57950208,GET,FALSE,8897.476,8900.726,8900.595,8914.915,1,1,1,,-0.00159414,-0.001608881
7957,57982976,GET,TRUE,8904.681,19929.314,16538.466,11046.197,2.24,1.86,1.24,,0.445731198,0.332090594
10895,58015744,GET,TRUE,8914.187,19877.103,19129.981,13331.308,2.23,2.15,1.5,,0.329313331,0.303119642
8744,58015744,GET,TRUE,8912.966,21170.722,15603.893,18565.455,2.38,1.75,2.08,,0.123059903,-0.189796354
5139,58015744,GET,FALSE,8908.885,8894.758,8895.859,8892.885,1,1,1,,0.000210573,0.000334313
5500,58015744,GET,FALSE,8913.446,8912.839,8937.686,8892.118,1,1,1,,0.002324848,0.005098411
3719,58015744,GET,FALSE,8913.404,8919.576,8893.681,8893.162,1,1,1,,0.002961352,5.8356E-05
6171,58015744,GET,FALSE,8908.313,8894.999,8900.38,8892.897,1,1,1,,0.000236313,0.000840751
5476,58179584,GET,FALSE,8936.934,8954.681,8917.993,8921.208,1,1,1,,0.003738045,-0.000360507
8976,58245120,GET,FALSE,8941.286,8969.914,8934.749,8927.074,1,1,1,,0.004775966,0.000859006
8794,58310656,GET,FALSE,8950.515,8965.083,8945.505,8937.689,1,1,1,,0.003055633,0.000873735
9208,58621952,GET,FALSE,9012.688,9014.77,8994.406,8986.736,1,1,1,,0.003109785,0.000852752
5001,58654720,GET,FALSE,9243.232,9024.345,8994.491,9011.209,0.98,0.97,0.97,,0.001455618,-0.001858693
8032,58834944,GET,TRUE,9037.246,20213.022,16347.013,23028.19,2.24,1.81,2.55,,-0.139274968,-0.408709346
3415,58834944,GET,FALSE,9035.077,9045.169,9036.924,9018.868,1,1,1,,0.00290774,0.001998025
9998,59572224,GET,TRUE,9132.762,20234.234,16906.246,12698.298,2.22,1.85,1.39,,0.372434954,0.248899016
7465,59670528,GET,TRUE,9146.055,20775.366,16860.135,11785.127,2.27,1.84,1.29,,0.432735529,0.301006368
7811,59670528,GET,FALSE,9145.931,9146.406,9150.822,9144.785,1,1,1,,0.000177228,0.000659722
3539,59670528,GET,FALSE,9148.375,9155.119,9150.219,9148.07,1,1,1,,0.000769952,0.000234858
8917,60063744,GET,FALSE,9224.039,9227.12,9247.875,9209.164,1,1,1,,0.001946003,0.004185935
6238,60620800,GET,FALSE,9318.976,9296.361,9316.996,9291.47,1,1,1,,0.00052612,0.002739724
6239,60620800,GET,FALSE,9311.44,9293.491,9328.087,9290.107,1,1,1,,0.000364126,0.004071574
5831,60817408,GET,FALSE,9320.192,11426.779,9322.648,9323.33,1.23,1,1,,0.184080658,-7.31552E-05
7197,60833792,GET,FALSE,9565.955,9343.903,9325.397,9324.596,0.98,0.97,0.97,,0.002066267,8.58945E-05
3820,60981248,GET,FALSE,9346.176,9365.672,9364.222,9350.703,1,1,1,,0.001598284,0.001443686
8308,61014016,GET,FALSE,9351.367,9377.622,9360.222,9352.641,1,1,1,,0.002663895,0.000809917
8285,61030400,GET,FALSE,9355.381,9373.705,9368.568,9358.257,1,1,1,,0.001648014,0.001100595
9756,61046784,GET,TRUE,9371.494,22427.187,17022.914,11363.234,2.39,1.82,1.21,,0.493327719,0.332474217
8774,61046784,GET,FALSE,9356.977,9380.91,9362.213,9357.402,1,1,1,,0.00250594,0.000513874
8282,61063168,GET,FALSE,9359.972,9378.946,9370.103,9367.978,1,1,1,,0.001169428,0.000226785
9317,61063168,GET,FALSE,9358.142,9369.471,9363.965,9360.551,1,1,1,,0.000952028,0.000364589
9466,61095936,GET,FALSE,9386.022,9386.16,9372.833,9371.495,1,1,1,,0.001562407,0.000142753
10709,61161472,GET,FALSE,9390.51,9393.144,9386.846,9374.081,1,1,1,,0.002029459,0.001359882
7454,61243392,PUT,FALSE,31846.033,33707.32,17847.572,28713.007,1.06,0.56,0.9,,0.148167015,-0.608790652
4648,61358080,GET,FALSE,9875.565,9435.562,9409.253,9412.975,0.96,0.95,0.95,,0.002393816,-0.000395568
7390,61407232,GET,TRUE,9427.056,22571.773,17280.209,11482.844,2.39,1.83,1.22,,0.491274168,0.335491602
7391,61407232,GET,FALSE,9413.597,9424.218,9420.285,9415.793,1,1,1,,0.000893973,0.000476843
5140,61407232,GET,FALSE,9410.662,9429.148,9419.379,9412.467,1,1,1,,0.001769089,0.000733806
9620,61407232,GET,FALSE,9411.025,9438.426,9415.323,9422.956,1,1,1,,0.001639044,-0.0008107
6910,62177280,GET,FALSE,9530.156,9564.399,9533.348,9537.773,1,1,1,,0.002783865,-0.00046416
10671,62308352,GET,FALSE,13048.297,9553.161,9558.815,9549.463,0.73,0.73,0.73,,0.000387097,0.000978364
6028,62373888,GET,TRUE,9559.717,29931.386,17879.119,12499.103,3.13,1.87,1.31,,0.582408145,0.300910576
9592,62373888,GET,TRUE,9558.495,21213.312,17366.626,11759.755,2.22,1.82,1.23,,0.44564267,0.322853213
84,62947328,GET,FALSE,9650.202,9649.68,9649.084,9647.059,1,1,1,,0.000271615,0.000209864
7745,62947328,PUT,FALSE,32774.254,34373.093,21550.224,20085.966,1.05,0.66,0.61,,0.415648571,0.067946301
8861,63291392,GET,TRUE,9701.414,19685.509,17969.885,13907.694,2.03,1.85,1.43,,0.293506,0.226055481
7296,63422464,GET,FALSE,9721.07,9740.527,9722.788,9722.808,1,1,1,,0.001819101,-2.05702E-06
10829,63488000,GET,TRUE,9730.425,22802.597,22934.175,13722.862,2.34,2.36,1.41,,0.398188636,0.40164135
9836,63488000,GET,FALSE,9728.762,9748.829,9736.742,9729.887,1,1,1,,0.001943003,0.000704034
6223,63619072,GET,FALSE,9772.277,9775.65,9760.528,9751.721,1,1,1,,0.002447817,0.000902308
8618,63848448,GET,FALSE,9804.523,9788.311,9792.144,9788.566,1,1,1,,-2.60515E-05,0.000365395
6024,64143360,GET,TRUE,9830.251,21074.324,17900.387,12459.449,2.14,1.82,1.27,,0.408785354,0.303956445
10691,64471040,GET,TRUE,9896.025,21133.225,18672.009,13829.157,2.14,1.89,1.4,,0.345620131,0.259364271
8289,64733184,GET,TRUE,9942.922,21519.789,17915.277,13724.231,2.16,1.8,1.38,,0.362250671,0.233936991
8950,65454080,GET,FALSE,10041.916,10033.363,10039.852,10032.258,1,1,1,,0.000110133,0.000756386
7784,65699840,GET,FALSE,10069.003,10091.666,10091.009,10070.932,1,1,1,,0.002054567,0.001989593
4565,65699840,GET,FALSE,10285.4,10089.922,10085.959,10070.328,0.98,0.98,0.98,,0.001941938,0.001549778
2524,65699840,GET,TRUE,10081.695,23010.29,18741.178,14077.228,2.28,1.86,1.4,,0.388220314,0.248861091
7690,65699840,GET,FALSE,10077.377,10091.487,10090.751,10078.731,1,1,1,,0.001264036,0.00119119
1085,65699840,PUT,FALSE,32307.486,36612.275,23426.661,21742.763,1.13,0.73,0.67,,0.406134609,0.071879556
6935,65699840,GET,FALSE,10283.096,10102.714,10078.711,10071.329,0.98,0.98,0.98,,0.003106591,0.000732435
1562,65699840,GET,FALSE,10091.106,10081.538,10084.022,10069.551,1,1,1,,0.001189005,0.001435042
10591,65699840,PUT,FALSE,34008.042,38166.479,29706.548,17907.276,1.12,0.87,0.53,,0.530811422,0.397194316
7649,65699840,GET,FALSE,10087.514,10072.382,10074.844,10072.091,1,1,1,,2.88909E-05,0.000273255
2406,65699840,GET,TRUE,10089.094,23303.913,18742.149,14187.515,2.31,1.86,1.41,,0.391196019,0.243015569
6132,65699840,GET,TRUE,10311.557,22436.154,20274.698,11433.809,2.18,1.97,1.11,,0.490384627,0.436055274
5655,65699840,GET,TRUE,10081.26,19494.353,18647.372,13230.641,1.93,1.85,1.31,,0.321309048,0.290482273
5357,65699840,GET,TRUE,10068.584,22973.464,18257.528,17573.845,2.28,1.81,1.75,,0.235037215,0.037446636
10481,65699840,PUT,FALSE,33940.614,35740.249,24855.31,19909.87,1.05,0.73,0.59,,0.442928615,0.198969154
4978,65699840,GET,TRUE,10068.821,22641.254,18707.085,10580.991,2.25,1.86,1.05,,0.532667625,0.434385902
5142,65699840,GET,TRUE,10068.942,23814.39,19109.039,12249.126,2.37,1.9,1.22,,0.485641833,0.358987859
2526,65880064,GET,FALSE,10128.887,10109.637,10113.786,10099.065,1,1,1,,0.001045735,0.001455538
1152,65880064,GET,FALSE,10118.859,10101.155,10149.645,10098.844,1,1,1,,0.000228786,0.0050052
5022,65929216,GET,FALSE,10115.771,10147.082,10111.127,10106.152,1,1,1,,0.004033672,0.000492032
8951,66191360,GET,FALSE,10159.185,10146.241,10150.615,10145.896,1,1,1,,3.40027E-05,0.000464898
10815,66715648,GET,TRUE,10224.932,23148.609,18758.758,14001.826,2.26,1.83,1.37,,0.395133159,0.253584592
5812,66945024,GET,FALSE,10277.936,10265.523,10265.541,10263.439,1,1,1,,0.00020301,0.000204763
9681,66945024,GET,FALSE,10275.411,10262.322,10260.856,10275.84,1,1,1,,-0.001317246,-0.001460307
9623,66945024,GET,TRUE,10270.703,21754.738,18420.225,14437.8,2.12,1.79,1.41,,0.336337675,0.216198499
3596,66945024,GET,TRUE,10259.528,24200.459,19927.687,13053.911,2.36,1.94,1.27,,0.460592421,0.344935968
9219,66945024,GET,FALSE,10276.188,10270.177,10266.111,10273.007,1,1,1,,-0.000275555,-0.000671725
3416,66945024,GET,TRUE,10280.81,22590.411,19490.977,12445.657,2.2,1.9,1.21,,0.449073459,0.361465718
8291,66945024,GET,FALSE,10271.74,10281.946,10273.849,10260.366,1,1,1,,0.002098824,0.001312361
6940,66945024,GET,FALSE,10277.56,10279.304,10272.356,10259.848,1,1,1,,0.001892735,0.001217637
8804,66994176,GET,FALSE,10277.887,10300.301,10274.112,10274.503,1,1,1,,0.002504587,-3.80568E-05
10718,67010560,GET,FALSE,10285.603,10275.399,10280.726,10271.509,1,1,1,,0.000378574,0.000896532
8835,67092480,GET,FALSE,10281.397,10313.687,10297.23,10283.626,1,1,1,,0.002914671,0.001321132
9388,67092480,GET,TRUE,10290.757,24772.309,18532.981,11672,2.41,1.8,1.13,,0.528828742,0.370203854
8385,67092480,GET,FALSE,10282.061,10282.521,10304.5,10283.719,1,1,1,,-0.000116508,0.002016692
8418,67092480,GET,FALSE,10300.892,10307.426,10285.618,10282.034,1,1,1,,0.002463467,0.000348448
1101,67305472,GET,TRUE,10314.531,23267.159,20814.362,14758.374,2.26,2.02,1.43,,0.365699353,0.290952372
7330,67944448,GET,FALSE,10429.358,10432.151,10413.333,10428.602,1,1,1,,0.000340198,-0.001466293
5922,68304896,GET,FALSE,10808.065,10510.236,10508.318,10471.251,0.97,0.97,0.97,,0.003709241,0.003527396
8133,68550656,GET,TRUE,10522.662,24778.559,21912.945,13457.766,2.35,2.08,1.28,,0.456878586,0.385853157
9730,68599808,GET,TRUE,10533.322,22192.49,19655.933,12457.916,2.11,1.87,1.18,,0.438642712,0.366200729
3758,68599808,GET,TRUE,10532.49,24831.382,21569.749,13581.657,2.36,2.05,1.29,,0.453044659,0.370337736
1054,68943872,GET,TRUE,10583.709,21931.814,19002.58,25912.319,2.07,1.8,2.45,,-0.181494563,-0.363621098
5085,68943872,GET,FALSE,10584.49,10577.984,10567.54,10565.279,1,1,1,,0.00120108,0.000213957
9182,69222400,GET,TRUE,10623.846,24949.203,19370.361,12345.612,2.35,1.82,1.16,,0.505170085,0.362654522
7435,69238784,GET,FALSE,10610.843,10637.961,10612.833,10610.798,1,1,1,,0.002553403,0.000191749
7970,69287936,GET,FALSE,10741.504,10631.375,10626.948,10619.646,0.99,0.99,0.99,,0.001103244,0.000687121
4909,69550080,GET,FALSE,10664.433,10709.081,10670.78,10683.582,1,1,1,,0.002381063,-0.001199725
5005,70057984,GET,FALSE,10750.669,10743.067,10745.653,10736.969,1,1,1,,0.000567622,0.000808141
5952,70074368,GET,TRUE,10747.43,23907.286,20046.563,22609.359,2.22,1.87,2.1,,0.054290019,-0.127842164
8172,70139904,PUT,FALSE,36527.882,37802.085,24786.172,18110.292,1.03,0.68,0.5,,0.520918172,0.269338888
10344,70434816,GET,FALSE,10806.359,10827.707,10798.257,10793.564,1,1,1,,0.003153299,0.000434607
9624,70451200,GET,FALSE,10806.192,10834.74,10829.087,10800.15,1,1,1,,0.003192509,0.002672155
8740,70533120,GET,FALSE,10817.844,10811.721,10848.354,10809.063,1,1,1,,0.000245844,0.00362184
10645,70549504,GET,FALSE,10825.333,10826.209,10818.5,10815.734,1,1,1,,0.000967559,0.000255673
10077,70811648,GET,TRUE,10853.591,26132.809,19403.445,15133.462,2.41,1.79,1.39,,0.420901825,0.220063138
10133,71237632,GET,FALSE,10919.268,10927.932,10965.462,10919.244,1,1,1,,0.000795027,0.00421487
5639,71565312,GET,FALSE,10967.299,10980.225,11000.129,10968.285,1,1,1,,0.001087409,0.002894875
7543,71811072,GET,TRUE,11039.805,23866.335,19992.743,13342.123,2.16,1.81,1.21,,0.440964731,0.332651703
6116,72155136,PUT,FALSE,37616.17,37686.193,30192.275,22891.24,1,0.8,0.61,,0.392582849,0.241817982
5489,72155136,GET,FALSE,11059.507,11063.058,11060.78,11061.719,1,1,1,,0.000121033,-8.48946E-05
7983,72204288,GET,TRUE,11064.952,26132.48,20651.831,13669.502,2.36,1.87,1.24,,0.476915241,0.338097334
3204,72220672,GET,FALSE,11080.623,11072.804,11084.583,11068.813,1,1,1,,0.000360433,0.001422697
9642,72679424,GET,TRUE,11137.497,24872.925,19570.571,27198.827,2.23,1.76,2.44,,-0.093511398,-0.389781984
8818,72679424,GET,TRUE,11137.898,26508.141,19844.274,13543.738,2.38,1.78,1.22,,0.489072508,0.317498942
8535,72679424,GET,TRUE,11152.3,24621.924,20493.181,22133.931,2.21,1.84,1.98,,0.101047871,-0.080063217
9408,72679424,GET,TRUE,11152.836,23055.05,20124.434,15966.896,2.07,1.8,1.43,,0.307444746,0.206591549
10173,72679424,GET,FALSE,11137.574,11157.844,11182.264,11138.256,1,1,1,,0.001755536,0.003935518
5434,72876032,GET,FALSE,11168.975,11197.768,11172.047,11168.617,1,1,1,,0.002603287,0.000307016
3021,72876032,GET,TRUE,11184.726,26478.647,22158.785,12958.987,2.37,1.98,1.16,,0.510587267,0.415176103
4717,72876032,GET,TRUE,11684.961,26562.901,21770.443,14882.879,2.27,1.86,1.27,,0.439711837,0.316372248
6641,72876032,GET,FALSE,11714.697,11171.533,11172.507,11169.745,0.95,0.95,0.95,,0.00016005,0.000247214
5074,72892416,GET,FALSE,11170.777,11182.007,11172.615,11170.887,1,1,1,,0.000994455,0.000154664
8690,73416704,GET,FALSE,11251.585,11289.178,11258.705,11253.819,1,1,1,,0.003132115,0.000433975
7767,73515008,GET,FALSE,11266.337,11291.09,11283.969,11267.558,1,1,1,,0.002084121,0.001454364
4141,73826304,GET,FALSE,11395.165,11336.218,11355.753,11313.16,0.99,1,0.99,,0.002034012,0.003750786
7341,74235904,GET,FALSE,11393.058,11387.352,11391.729,11386.553,1,1,1,,7.01656E-05,0.000454365
6542,74350592,GET,TRUE,11410.397,26897.016,21795.994,13545.243,2.36,1.91,1.19,,0.496403504,0.378544378
8274,74366976,PUT,FALSE,38466.801,42391.203,23793.956,38450.245,1.1,0.62,1,,0.092966411,-0.615966887
7634,74366976,GET,FALSE,11401.565,11415.165,11400.696,11395.582,1,1,1,,0.001715525,0.000448569
5109,74366976,GET,TRUE,11396.028,24606.709,21066.036,14154.611,2.16,1.85,1.24,,0.424766189,0.328083793
8969,74366976,GET,TRUE,11419.503,24308.647,20660.745,15986.927,2.13,1.81,1.4,,0.342335795,0.226217302
3978,74366976,GET,FALSE,11411.468,11399.401,11398.347,11396.786,1,1,1,,0.000229398,0.00013695
10462,74760192,GET,TRUE,11457.067,27503.899,22595.586,13918.89,2.4,1.97,1.21,,0.493930297,0.383999601
8254,74891264,GET,TRUE,11479.563,27891.946,22335.359,15580.3,2.43,1.95,1.36,,0.441405056,0.302437897
9325,75448320,GET,FALSE,11576.74,11601.026,11571.483,11563.834,1,1,1,,0.003205923,0.000661022
4611,75825152,GET,FALSE,11619.476,11660.591,11627.48,11620.182,1,1,1,,0.003465433,0.000627651
3744,75890688,GET,TRUE,11630.347,26049.163,24504.59,15025.681,2.24,2.11,1.29,,0.423179893,0.386821775
4409,75890688,GET,TRUE,11629.162,27691.732,21952.176,14837.17,2.38,1.89,1.28,,0.464202167,0.324113928
6656,75956224,GET,FALSE,11924.519,11662.835,11641.426,11639.765,0.98,0.98,0.98,,0.001978078,0.00014268
3895,75956224,GET,TRUE,11639.018,25165.227,21159.553,14649.436,2.16,1.82,1.26,,0.417869904,0.307667983
4259,75988992,GET,FALSE,11663.297,11690.577,11651.972,11644.485,1,1,1,,0.003942663,0.000642552
7648,75988992,GET,FALSE,11978.165,11663.963,11647.877,11644.334,0.97,0.97,0.97,,0.001682876,0.000304176
8977,75988992,GET,FALSE,11644.587,11669.215,11648.8,11646.214,1,1,1,,0.001971084,0.000221997
3309,75988992,GET,FALSE,11660.764,11649.783,11646.717,11653.992,1,1,1,,-0.000361294,-0.00062464
3957,75988992,GET,FALSE,11659.941,11673.226,11646.281,11645.144,1,1,1,,0.002405676,9.76277E-05
4928,75988992,GET,TRUE,11644.459,27882.365,21795.93,13224.671,2.39,1.87,1.14,,0.525697659,0.393250437
4529,76054528,GET,FALSE,11669.136,11665.143,11692.281,11655.457,1,1,1,,0.000830337,0.003149428
5863,76349440,GET,FALSE,11699.531,11707.246,11706.383,11700.032,1,1,1,,0.0006162,0.000542525
7248,76349440,GET,FALSE,11715.594,11745.562,11740.634,11701.496,1,1,1,,0.003751715,0.003333551
4099,76349440,GET,FALSE,11716.358,11706.089,11702.06,11702.025,1,1,1,,0.00034717,2.99093E-06
7580,76349440,GET,FALSE,11700.376,11752.437,11708.362,11712.34,1,1,1,,0.003411803,-0.000339757
4134,76349440,GET,TRUE,11699.845,25224.122,21460.108,15075.47,2.16,1.83,1.29,,0.402339158,0.297511923
10617,76365824,PUT,FALSE,39271.674,44066.75,28108.847,22660.175,1.12,0.72,0.58,,0.485776124,0.193841889
8332,76365824,GET,FALSE,11703.486,11705.627,11709.46,11704.614,1,1,1,,8.65396E-05,0.000413853
4657,76447744,GET,TRUE,11715.481,25960.235,22827.884,15079.711,2.22,1.95,1.29,,0.419122708,0.339417048
5708,76447744,GET,TRUE,11715.267,25735.467,23488.83,15173.334,2.2,2,1.3,,0.410411554,0.354019166
7127,76709888,GET,FALSE,11776.14,11785.048,11764.785,11759.325,1,1,1,,0.002182681,0.000464097
6798,76709888,GET,TRUE,11765.5,25940.022,21841.112,15281.18,2.2,1.86,1.3,,0.410903352,0.300347894
5676,77398016,GET,TRUE,11860.928,27703.896,21849.175,15350.064,2.34,1.84,1.29,,0.445923996,0.297453382
6110,77561856,GET,FALSE,11906.103,11910.736,11900.916,11888.654,1,1,1,,0.001853958,0.001030341
10437,77578240,GET,TRUE,11888.326,26399.404,22092.025,13697.452,2.22,1.86,1.15,,0.481145408,0.379982052
8083,77578240,GET,TRUE,11905.308,25707.214,22217.181,15438.444,2.16,1.87,1.3,,0.399450909,0.305112381
8107,77578240,GET,FALSE,11888.66,11921.282,11891.596,11894.616,1,1,1,,0.00223684,-0.000253961
9719,77643776,GET,FALSE,11900.455,11930.531,11910.484,11900.016,1,1,1,,0.002557724,0.00087889
7336,78118912,GET,TRUE,11979.636,28102.016,22244.791,13050.966,2.35,1.86,1.09,,0.53558613,0.413302377
5914,78118912,GET,TRUE,12278.476,25689.043,22763.038,15388.983,2.09,1.85,1.25,,0.400951487,0.323948631
7949,78118912,GET,TRUE,12271.868,28328.1,32095.148,15129.384,2.31,2.62,1.23,,0.465923094,0.528608374
3063,78348288,GET,TRUE,12022.289,28150.274,22577.756,14562.565,2.34,1.88,1.21,,0.482684787,0.355003881
3080,78348288,GET,TRUE,12006.847,27485.088,22088.133,21764.87,2.29,1.84,1.81,,0.208120782,0.014635144
844,78348288,GET,FALSE,12028.278,12007.041,12009.629,12005.254,1,1,1,,0.000148829,0.000364291
1655,78348288,GET,TRUE,12007.964,27248.176,22243.73,16736.787,2.27,1.85,1.39,,0.385764867,0.247572822
5442,78364672,GET,TRUE,12009.042,23807.204,22204.253,15320.395,1.98,1.85,1.28,,0.356480711,0.3100243
6047,78364672,GET,FALSE,12025.431,12030.49,12011.114,12014.29,1,1,1,,0.001346579,-0.000264422
4432,78364672,GET,TRUE,12008.444,27113.342,22334.497,15669.248,2.26,1.86,1.3,,0.422083489,0.298428436
7751,78364672,GET,FALSE,12026.714,12020.266,12056.115,12008.627,1,1,1,,0.000968281,0.003938914
7612,78364672,GET,FALSE,12028.223,12012.904,12014.781,12009.181,1,1,1,,0.000309917,0.000466093
7052,78381056,GET,FALSE,12026.702,12035.159,12012.772,12011.536,1,1,1,,0.001962832,0.00010289
8177,78381056,PUT,FALSE,40852.27,45838.635,29591.383,25474.329,1.12,0.72,0.62,,0.444260742,0.139130165
4335,78495744,GET,FALSE,12041.173,12030.768,12030.768,12031.458,1,1,1,,-5.73529E-05,-5.73529E-05
7198,78544896,GET,TRUE,12036.739,26672.385,22132.72,15026.205,2.22,1.84,1.25,,0.436638118,0.321086383
8552,79560704,GET,FALSE,12191.165,12221.378,12250.723,12194.051,1,1,1,,0.002236,0.004626013
3621,79806464,GET,TRUE,12243.788,29422.934,23109.069,15810.873,2.4,1.89,1.29,,0.462634386,0.315815233
3231,80412672,GET,TRUE,12322.786,26657.591,23139.744,26141.82,2.16,1.88,2.12,,0.019347997,-0.129736785
7054,80412672,GET,FALSE,12322.523,12355.883,12341.114,12320.866,1,1,1,,0.002834035,0.001640695
6189,80445440,GET,FALSE,12693.063,12331.025,12340.877,12326.94,0.97,0.97,0.97,,0.000331278,0.001129336
10592,80691200,GET,FALSE,12373.6,12410.639,12387.401,12379.951,1,1,1,,0.002472717,0.000601418
10001,81166336,GET,TRUE,12453.109,27106.594,22620.142,15161.936,2.18,1.82,1.22,,0.440655067,0.32971526
8879,82493440,GET,TRUE,12674.111,27871.928,23510.027,15108.906,2.2,1.85,1.19,,0.457916725,0.35734204
4092,82493440,GET,TRUE,12641.118,30476.805,22935.286,16197.236,2.41,1.81,1.28,,0.46853891,0.293785305
10132,82493440,GET,TRUE,12644.015,30301.442,22952.732,16964.875,2.4,1.82,1.34,,0.44012978,0.260877746
9610,82493440,GET,FALSE,12643.449,12671.814,12664.683,12643.442,1,1,1,,0.002238985,0.001677184
9706,82493440,GET,TRUE,12643.871,29897.418,22760.869,14671.619,2.36,1.8,1.16,,0.509268024,0.355401633
9349,82493440,GET,TRUE,12642.857,27907.869,24581.921,17653.887,2.21,1.94,1.4,,0.367422608,0.281834524
8055,82493440,GET,TRUE,12645.352,29777.225,23263.565,16167.006,2.35,1.84,1.28,,0.457068078,0.305050365
10210,82493440,GET,TRUE,12677.571,23580.61,22588.005,14853.885,1.86,1.78,1.17,,0.370080545,0.342399428
9048,82493440,GET,TRUE,12641.498,26634.246,36730.932,14932.201,2.11,2.91,1.18,,0.439360851,0.593470675
4119,82493440,GET,TRUE,12641.316,29617.83,23245.643,16024.847,2.34,1.84,1.27,,0.458945946,0.310630082
10459,82493440,GET,FALSE,12643.802,12679.081,12656.884,12641.34,1,1,1,,0.002976635,0.001228106
10567,82493440,GET,FALSE,12642.594,12683.835,12659.734,12643.738,1,1,1,,0.003161268,0.001263534
7414,82493440,GET,TRUE,12643.276,27103.125,23899.267,16439.116,2.14,1.89,1.3,,0.393460496,0.312149783
4033,82493440,GET,TRUE,12644.464,30342.963,28033.677,16323.129,2.4,2.22,1.29,,0.462045648,0.417731431
9928,82493440,GET,FALSE,12680.774,12663.943,12650.792,12655.344,1,1,1,,0.000679014,-0.000359819
7680,82493440,GET,FALSE,12645.313,12651.606,12642.195,12641.215,1,1,1,,0.000821319,7.75182E-05
9385,82493440,GET,TRUE,12641.731,26860.531,22823.356,15440.464,2.12,1.81,1.22,,0.425161625,0.323479685
9651,82493440,GET,TRUE,12642.637,30520.814,22903.466,15378.402,2.41,1.81,1.22,,0.49613395,0.328555687
9946,82493440,GET,FALSE,12640.875,12675.921,12660.283,12676.047,1,1,1,,-9.94011E-06,-0.001245154
10010,82493440,GET,FALSE,12642.904,12689.735,12733.425,12643.607,1,1.01,1,,0.003635064,0.007053719
10607,82493440,GET,FALSE,12644.389,12667.687,12717.002,12642.675,1,1.01,1,,0.001974473,0.005844695
7190,82493440,GET,FALSE,12914.768,12677.24,12646.168,12643.775,0.98,0.98,0.98,,0.00263977,0.000189227
4100,82493440,GET,TRUE,12640.629,30432.284,23587.767,16290.348,2.41,1.87,1.29,,0.464701762,0.309373032
10744,82493440,GET,FALSE,12676.006,12660.36,12653.202,12641.409,1,1,1,,0.001496877,0.000932017
10062,82493440,GET,TRUE,12641.176,27382.742,23462.834,15159.778,2.17,1.86,1.2,,0.446374728,0.353881206
4515,82493440,PUT,FALSE,42679.155,45635.875,28259.576,32993.524,1.07,0.66,0.77,,0.277026594,-0.167516597
5692,82493440,PUT,FALSE,42722.788,45523.63,31202.796,32308.322,1.07,0.73,0.76,,0.290295567,-0.035430351
4210,82493440,GET,FALSE,12643.148,12646.123,12657.152,12644.078,1,1,1,,0.00016171,0.001032934
9373,82493440,GET,TRUE,12641.969,25728.251,23544.066,17717.832,2.04,1.86,1.4,,0.311347204,0.247460825
9708,82493440,GET,TRUE,12649.762,30623.632,23521.198,15239.534,2.42,1.86,1.2,,0.502360334,0.352093631
3481,82493440,GET,FALSE,12766.601,12656.11,12645.195,12641.69,0.99,0.99,0.99,,0.001139371,0.00027718
5667,82493440,GET,FALSE,12640.902,12643.03,12645.173,12641.959,1,1,1,,8.47107E-05,0.000254168
3611,82493440,GET,TRUE,12644.402,28465.942,23877.582,16330.709,2.25,1.89,1.29,,0.426307094,0.316065211
9057,82493440,GET,TRUE,12641.654,28565.069,23484.444,17965.74,2.26,1.86,1.42,,0.371059107,0.234994024
8806,82493440,GET,TRUE,12642.717,25549.508,23490.5,17479.919,2.02,1.86,1.38,,0.315841268,0.255872842
7538,82493440,GET,FALSE,12641.104,12663.189,12664.326,12641.93,1,1,1,,0.001678803,0.001768432
10893,82493440,PUT,FALSE,42406.109,44632.488,31098.746,26681.36,1.05,0.73,0.63,,0.402198685,0.142043862
8922,82493440,GET,TRUE,12644.621,29627.282,22949.032,17496.112,2.34,1.81,1.38,,0.40945943,0.237610022
9723,82493440,GET,FALSE,12643.868,12644.313,12682.328,12641.331,1,1,1,,0.000235837,0.003232608
