No,Size,Type,IsDegradeRead,replicas,nativeec,hydra,microec,NativeecTimes,HydraTimes,MicroecTimes,,,
259,2628,GET,TRUE,5.171,19.351,16.759,13.051,3.74,3.24,2.52,,,
1160,2628,GET,FALSE,4.542,15.195,16.807,9.049,3.35,3.7,1.99,,,
4902,2628,GET,FALSE,5.161,18.894,15.396,7.941,3.66,2.98,1.54,,,
2298,2628,GET,FALSE,5.313,17.393,20.216,11.746,3.27,3.81,2.21,,,
6409,2628,GET,FALSE,4.732,16.753,12.274,11.912,3.54,2.59,2.52,,,
5426,2628,GET,FALSE,4.347,10.231,10.067,9.726,2.35,2.32,2.24,,,
3830,2628,GET,FALSE,6.169,16.617,15.8,10.874,2.69,2.56,1.76,,,
7436,2628,GET,FALSE,6.043,17.58,13.026,12.048,2.91,2.16,1.99,,,
7303,2628,GET,FALSE,5.377,15.154,12.173,10.181,2.82,2.26,1.89,,,
1313,2628,GET,FALSE,5.432,15.722,15.593,8.392,2.89,2.87,1.54,,,
7175,2628,GET,TRUE,4.734,22.893,17.67,12.296,4.84,3.73,2.6,,,
512,2628,GET,FALSE,5.623,16.766,14.151,10.881,2.98,2.52,1.94,,,
890,2628,GET,TRUE,4.629,22.693,14.315,11.623,4.9,3.09,2.51,,,
6034,2628,GET,FALSE,4.284,21.767,12.986,10.778,5.08,3.03,2.52,,,
1847,2628,GET,FALSE,4.941,15.834,18.765,8.426,3.2,3.8,1.71,,,
559,2628,GET,TRUE,5.11,23.075,19.593,13.273,4.52,3.83,2.6,,,
1136,2628,GET,TRUE,5.183,25.291,20.496,11.587,4.88,3.95,2.24,,,
7354,2628,GET,FALSE,5.299,11.467,13.103,9.449,2.16,2.47,1.78,,,
3024,2628,GET,FALSE,4.559,19.469,18.946,11.831,4.27,4.16,2.6,,,
7270,2628,GET,FALSE,4.4,14.509,11.675,8.312,3.3,2.65,1.89,,,
4502,2628,GET,FALSE,4.812,14.308,10.334,9.32,2.97,2.15,1.94,,,
496,2628,GET,FALSE,5.824,17.443,14.531,10.552,3,2.5,1.81,,,
6053,2628,GET,FALSE,4.451,15.757,12.817,11.142,3.54,2.88,2.5,,,
8076,2628,GET,FALSE,4.478,14.087,16.6,8.454,3.15,3.71,1.89,,,
677,2628,GET,FALSE,4.616,17.791,14.355,7.894,3.85,3.11,1.71,,,
3940,2628,GET,FALSE,4.471,19.315,15.754,8.415,4.32,3.52,1.88,,,
179,2628,GET,FALSE,5.242,19.09,17.173,13.084,3.64,3.28,2.5,,,
3974,2628,GET,TRUE,4.357,17.705,16.648,9.795,4.06,3.82,2.25,,,
3271,2628,GET,TRUE,5.072,17.477,19.234,11.408,3.45,3.79,2.25,,,
2821,2628,GET,TRUE,12.092,74.367,23.402,26.739,6.15,1.94,2.21,,,
8081,2628,GET,TRUE,4.863,28.859,14.272,12.173,5.93,2.93,2.5,,,
1632,2628,GET,FALSE,5.68,19.275,18.716,10.759,3.39,3.3,1.89,,,
428,2628,GET,FALSE,5.063,19.723,13.407,9.852,3.9,2.65,1.95,,,
1761,2628,GET,FALSE,4.781,29.081,12.831,9.501,6.08,2.68,1.99,,,
7836,2628,GET,FALSE,4.571,11.537,17.735,10.149,2.52,3.88,2.22,,,
275,2628,GET,FALSE,4.776,13.262,16.012,8.767,2.78,3.35,1.84,,,
1123,2628,GET,FALSE,5.44,20.174,18.04,9.957,3.71,3.32,1.83,,,
7990,2628,GET,FALSE,4.786,15.086,16.399,6.332,3.15,3.43,1.32,,,
3989,2628,GET,FALSE,4.161,16.353,13.315,10.482,3.93,3.2,2.52,,,
5407,2628,GET,TRUE,4.832,17.642,14.51,12.28,3.65,3,2.54,,,
8027,2628,GET,FALSE,6.682,10.224,15.975,7.844,1.53,2.39,1.17,,,
7537,2628,GET,FALSE,4.698,15.775,13.139,10.425,3.36,2.8,2.22,,,
1883,2628,GET,FALSE,6.167,22.941,15.346,11.247,3.72,2.49,1.82,,,
5138,2628,GET,FALSE,4.664,14.387,10.842,10.408,3.08,2.32,2.23,,,
5827,2628,GET,TRUE,4.641,13.9,17.116,11.652,3,3.69,2.51,,,
1816,2628,GET,FALSE,4.853,16.848,11.963,8.842,3.47,2.47,1.82,,,
7527,2628,GET,FALSE,4.98,29.112,17.672,9.408,5.85,3.55,1.89,,,
1180,2628,GET,FALSE,5.201,26.118,19.708,9.835,5.02,3.79,1.89,,,
1573,2628,GET,FALSE,5.356,25.055,13.654,11.947,4.68,2.55,2.23,,,
617,2628,GET,FALSE,5.011,16.853,12.582,7.767,3.36,2.51,1.55,,,
6294,2628,GET,TRUE,4.66,19.331,14.179,12.155,4.15,3.04,2.61,,,
7170,2628,GET,FALSE,4.198,21.436,12.687,7.689,5.11,3.02,1.83,,,
7225,2628,GET,TRUE,4.805,21.975,19.27,12.223,4.57,4.01,2.54,,,
1649,2628,GET,FALSE,5.36,18.749,13.113,9.714,3.5,2.45,1.81,,,
7442,2628,GET,FALSE,4.499,17.131,14.634,10.015,3.81,3.25,2.23,,,
6546,2628,GET,TRUE,4.91,25.543,15.941,10.97,5.2,3.25,2.23,,,
528,2628,GET,TRUE,12.197,55.692,38.806,31.871,4.57,3.18,2.61,,,
10731,2628,GET,TRUE,5.473,15.988,19.017,12.18,2.92,3.47,2.23,,,
2731,2628,GET,FALSE,4.782,16.702,13.994,9.511,3.49,2.93,1.99,,,
645,2628,GET,FALSE,4.666,20.102,17.322,8.776,4.31,3.71,1.88,,,
1701,2628,GET,TRUE,5.274,31.639,16.458,11.712,6,3.12,2.22,,,
7752,2628,GET,FALSE,5.267,19.294,12.468,13.218,3.66,2.37,2.51,,,
1842,2628,GET,FALSE,4.637,21.415,13.813,9.232,4.62,2.98,1.99,,,
703,2628,GET,FALSE,5.769,18.794,16.916,10.422,3.26,2.93,1.81,,,
473,2628,GET,TRUE,4.405,17.746,13.549,11.49,4.03,3.08,2.61,,,
2639,2628,GET,FALSE,5.154,17.624,13.954,9.493,3.42,2.71,1.84,,,
6551,2628,GET,FALSE,4.715,9.704,13.486,8.581,2.06,2.86,1.82,,,
7903,2628,GET,FALSE,5.176,19.148,13.333,7.843,3.7,2.58,1.52,,,
2832,2628,GET,FALSE,4.805,24.7,12.094,10.906,5.14,2.52,2.27,,,
1161,2628,GET,TRUE,4.79,19.58,16.459,12.061,4.09,3.44,2.52,,,
165,2628,GET,FALSE,5.058,16.402,18.709,9.149,3.24,3.7,1.81,,,
7355,2628,GET,TRUE,4.493,13.051,14.252,9.881,2.9,3.17,2.2,,,
5081,2628,GET,FALSE,5.663,13.46,9.692,10.275,2.38,1.71,1.81,,,
1544,2628,GET,FALSE,5.433,18.974,11.426,8.512,3.49,2.1,1.57,,,
10129,2628,GET,FALSE,4.692,15.498,12.132,10.665,3.3,2.59,2.27,,,
38,2628,GET,TRUE,5.507,19.633,18.578,12.511,3.57,3.37,2.27,,,
6569,2628,GET,TRUE,5.372,13.975,15.934,12.19,2.6,2.97,2.27,,,
3672,2628,GET,FALSE,4.464,20.408,12.917,10.144,4.57,2.89,2.27,,,
6644,2628,GET,FALSE,4.302,19.533,14.166,11.125,4.54,3.29,2.59,,,
5066,2628,GET,FALSE,6.644,14.797,14.188,11.616,2.23,2.14,1.75,,,
7328,2628,GET,FALSE,4.116,12.688,11.821,7.313,3.08,2.87,1.78,,,
6820,2628,GET,FALSE,4.755,21.83,14.682,8.642,4.59,3.09,1.82,,,
3198,2628,GET,FALSE,4.233,18.051,11.93,7.275,4.26,2.82,1.72,,,
2089,2628,GET,TRUE,4.875,23.933,15.469,12.768,4.91,3.17,2.62,,,
5182,2628,GET,FALSE,4.926,20.78,17.104,9.076,4.22,3.47,1.84,,,
6578,2628,GET,FALSE,5.61,11.073,13.329,9.64,1.97,2.38,1.72,,,
5950,2628,GET,FALSE,4.342,13.191,13.22,8.481,3.04,3.04,1.95,,,
722,2628,GET,TRUE,5.588,28.529,20.864,14.126,5.11,3.73,2.53,,,
778,2628,GET,FALSE,5.342,20.838,14.914,11.727,3.9,2.79,2.2,,,
10647,2628,GET,FALSE,4.543,9.477,17.786,9.104,2.09,3.92,2,,,
5047,2628,GET,TRUE,5.401,16.73,15.333,12.334,3.1,2.84,2.28,,,
203,2628,GET,TRUE,5.288,18.418,17.555,11.635,3.48,3.32,2.2,,,
2652,2628,GET,FALSE,5.086,17.089,12.654,8.881,3.36,2.49,1.75,,,
3685,2628,GET,FALSE,5.03,16.484,14.351,11.451,3.28,2.85,2.28,,,
2344,2628,GET,FALSE,4.876,17.47,12.782,12.396,3.58,2.62,2.54,,,
1232,2628,GET,FALSE,4.862,13.889,18.724,8.567,2.86,3.85,1.76,,,
6241,2628,GET,TRUE,5.226,13.444,18.757,13.214,2.57,3.59,2.53,,,
4448,2628,GET,FALSE,5.017,22.401,14.582,8.72,4.47,2.91,1.74,,,
3518,2628,GET,FALSE,4.345,18.758,10.554,10.771,4.32,2.43,2.48,,,
5622,2628,GET,FALSE,4.198,11.18,13.089,9.226,2.66,3.12,2.2,,,
958,2628,GET,FALSE,6.658,25.991,14.834,8.307,3.9,2.23,1.25,,,
2763,2628,GET,FALSE,4.708,15.711,15.364,8.652,3.34,3.26,1.84,,,
252,2628,GET,FALSE,5.748,13.561,16.127,8.987,2.36,2.81,1.56,,,
2115,2628,GET,FALSE,4.972,17.471,17.716,9.145,3.51,3.56,1.84,,,
1155,2628,GET,FALSE,5.014,15.985,15.599,8.601,3.19,3.11,1.72,,,
6687,2628,GET,FALSE,5.659,11.188,13.864,11.292,1.98,2.45,2,,,
9338,2628,GET,FALSE,5.447,13.589,19.309,10.468,2.49,3.54,1.92,,,
4577,2628,GET,FALSE,5.545,19.234,14.716,8.728,3.47,2.65,1.57,,,
8141,2628,GET,FALSE,4.722,16.291,14.552,8.91,3.45,3.08,1.89,,,
4876,2628,GET,FALSE,4.754,15.051,14.166,6.498,3.17,2.98,1.37,,,
5397,2628,GET,FALSE,4.313,21.02,17.747,10.741,4.87,4.11,2.49,,,
5263,2628,GET,FALSE,4.914,15.259,13.844,9.223,3.11,2.82,1.88,,,
847,2628,GET,FALSE,5.08,10.552,13.194,7.789,2.08,2.6,1.53,,,
8886,2628,GET,FALSE,5.146,14.749,17.811,11.627,2.87,3.46,2.26,,,
8295,2628,GET,FALSE,4.761,16.53,15.197,8.599,3.47,3.19,1.81,,,
5248,2628,GET,FALSE,4.683,21.761,16.668,10.314,4.65,3.56,2.2,,,
9019,2628,GET,FALSE,5.208,25.548,17.527,10.362,4.91,3.37,1.99,,,
3615,2628,GET,FALSE,6.491,17.399,17.939,8.479,2.68,2.76,1.31,,,
7769,2628,GET,FALSE,4.55,19.825,18.885,8.575,4.36,4.15,1.88,,,
7944,2628,GET,TRUE,5.243,20.093,14.343,13.658,3.83,2.74,2.6,,,
7119,2628,GET,FALSE,4.279,13.375,12.266,9.394,3.13,2.87,2.2,,,
10772,2628,GET,FALSE,4.476,19.308,10.548,11.118,4.31,2.36,2.48,,,
8942,2628,GET,FALSE,6.059,11.519,17.838,9.224,1.9,2.94,1.52,,,
2061,2628,GET,TRUE,5.259,28.744,17.656,13.332,5.47,3.36,2.54,,,
8014,2628,GET,TRUE,4.824,17.293,20.044,12.028,3.58,4.16,2.49,,,
2551,2628,GET,TRUE,5.708,30.368,17.589,14.938,5.32,3.08,2.62,,,
7623,2628,GET,FALSE,4.753,31.523,13.639,10.774,6.63,2.87,2.27,,,
8510,2628,GET,FALSE,5.35,17.28,13.397,8.381,3.23,2.5,1.57,,,
2701,2628,GET,FALSE,4.411,16.937,13.412,8.014,3.84,3.04,1.82,,,
2692,2628,GET,FALSE,4.421,18.17,12.408,10.012,4.11,2.81,2.26,,,
6406,2628,GET,TRUE,5.419,29.73,16.825,13.476,5.49,3.1,2.49,,,
7585,2628,GET,FALSE,4.767,26.609,13.253,12.015,5.58,2.78,2.52,,,
5615,2632,GET,FALSE,5.027,13.521,13.104,9.282,2.69,2.61,1.85,,,
3918,2632,GET,TRUE,5.087,23.218,16.809,12.235,4.56,3.3,2.41,,,
411,2632,GET,FALSE,5.267,24.601,17.488,9.771,4.67,3.32,1.86,,,
6803,2632,GET,FALSE,5.552,19.128,13.324,13.624,3.45,2.4,2.45,,,
2712,2632,GET,FALSE,5.458,20.203,14.268,12.272,3.7,2.61,2.25,,,
550,2632,GET,FALSE,6.259,27.389,21.684,11.074,4.38,3.46,1.77,,,
8226,2632,GET,FALSE,4.729,16.078,14.113,11.64,3.4,2.98,2.46,,,
5267,2632,GET,FALSE,5.346,15.822,14.479,9.379,2.96,2.71,1.75,,,
8435,2632,GET,FALSE,5.049,14.116,15.163,9.926,2.8,3,1.97,,,
5820,2632,GET,FALSE,5.53,25.926,15.623,9.631,4.69,2.83,1.74,,,
2923,2632,GET,TRUE,5.433,13.454,19.706,11.428,2.48,3.63,2.1,,,
3375,2632,PUT,FALSE,15.192,31.982,33.229,24.682,2.11,2.19,1.62,,,
3478,2632,GET,FALSE,4.947,28.301,20.627,13.119,5.72,4.17,2.65,,,
758,2632,GET,FALSE,4.365,20.993,15.994,9.27,4.81,3.66,2.12,,,
6721,2632,GET,FALSE,5.089,19.721,12.633,12.05,3.88,2.48,2.37,,,
3969,2632,GET,FALSE,5.228,13.882,13.523,7.678,2.66,2.59,1.47,,,
7032,2632,GET,FALSE,5.879,16.131,13.704,8.971,2.74,2.33,1.53,,,
5225,2632,GET,TRUE,5.294,17.605,16.729,12.604,3.33,3.16,2.38,,,
5766,2632,GET,FALSE,5.865,25.432,16.253,10.684,4.34,2.77,1.82,,,
3199,2632,GET,FALSE,5.076,13.97,16.187,7.404,2.75,3.19,1.46,,,
5862,2632,GET,FALSE,5.563,10.887,13.13,10.517,1.96,2.36,1.89,,,
4942,2636,GET,FALSE,5.06,24.271,15.137,11.118,4.8,2.99,2.2,,,
5910,2636,GET,FALSE,5.294,14.372,14.111,9.822,2.71,2.67,1.86,,,
10513,2640,GET,FALSE,5.393,12.582,15.46,8.84,2.33,2.87,1.64,,,
3387,2640,GET,FALSE,4.925,11.372,19.63,8.985,2.31,3.99,1.82,,,
5519,2648,GET,FALSE,25.644,18.804,16.547,9.603,0.73,0.65,0.37,,,
10291,2648,GET,FALSE,5.078,23.892,18.242,10.024,4.71,3.59,1.97,,,
403,2680,PUT,FALSE,11.637,45.632,35.596,26.321,3.92,3.06,2.26,,,
5007,2712,GET,FALSE,5.757,16.206,13.836,10.403,2.82,2.4,1.81,,,
4343,2728,GET,FALSE,4.958,21.306,13.308,9.654,4.3,2.68,1.95,,,
6295,2740,GET,TRUE,6.095,21.29,12.388,11.654,3.49,2.03,1.91,,,
10732,2744,PUT,FALSE,10.984,29.759,40.25,21.426,2.71,3.66,1.95,,,
9510,2744,GET,TRUE,5.677,22.741,18.284,13.134,4.01,3.22,2.31,,,
5429,2748,GET,FALSE,5.751,11.146,12.936,11.015,1.94,2.25,1.92,,,
6332,2768,GET,FALSE,5.227,15.472,13.356,9.844,2.96,2.56,1.88,,,
9955,2780,PUT,FALSE,462.225,41.23,40.546,33.122,0.09,0.09,0.07,,,
4307,2780,PUT,FALSE,13.835,62.295,43.101,26.255,4.5,3.12,1.9,,,
1429,2804,GET,FALSE,5.144,24.45,16.679,8.219,4.75,3.24,1.6,,,
1440,2804,GET,FALSE,4.403,18.229,15.993,8.455,4.14,3.63,1.92,,,
1001,2804,GET,FALSE,4.818,15.312,16.25,10.03,3.18,3.37,2.08,,,
1767,2804,GET,FALSE,4.916,15.86,11.891,8.616,3.23,2.42,1.75,,,
1401,2804,GET,FALSE,5.467,35.051,20.085,10.222,6.41,3.67,1.87,,,
2182,2804,GET,TRUE,5.104,16.418,14.098,11.764,3.22,2.76,2.3,,,
268,2804,GET,TRUE,6.253,19.632,17.122,13.032,3.14,2.74,2.08,,,
690,2804,GET,FALSE,5.371,19.879,13.697,9.873,3.7,2.55,1.84,,,
1499,2804,GET,FALSE,5.405,30.692,21.735,9.436,5.68,4.02,1.75,,,
534,2804,GET,FALSE,5.19,19.622,17.661,11.222,3.78,3.4,2.16,,,
389,2804,GET,FALSE,5.571,18.326,15.787,9.248,3.29,2.83,1.66,,,
909,2804,GET,TRUE,7.049,29.898,17.522,12.204,4.24,2.49,1.73,,,
7825,2812,GET,TRUE,5.683,17.353,14.425,13.684,3.05,2.54,2.41,,,
7737,2812,GET,FALSE,5.421,15.799,15.729,11.444,2.91,2.9,2.11,,,
6477,2812,GET,FALSE,4.281,22.656,11.708,9.602,5.29,2.73,2.24,,,
6472,2812,GET,FALSE,5.906,17.863,13.805,12.617,3.02,2.34,2.14,,,
8817,2812,GET,FALSE,5.567,34.594,19.331,10.174,6.21,3.47,1.83,,,
9675,2812,GET,TRUE,5.324,21.141,19.435,12.045,3.97,3.65,2.26,,,
125,2820,GET,FALSE,5.469,18.206,16.14,9.733,3.33,2.95,1.78,,,
3805,2820,GET,FALSE,5.38,24.911,16.202,10.758,4.63,3.01,2,,,
7357,2820,GET,FALSE,5.333,11.348,12.205,8.447,2.13,2.29,1.58,,,
9346,2820,GET,FALSE,5.811,24.684,21.642,10.762,4.25,3.72,1.85,,,
3386,2824,GET,FALSE,4.743,9.533,13.039,8.149,2.01,2.75,1.72,,,
8272,2824,GET,FALSE,5.104,17.275,15.46,9.17,3.38,3.03,1.8,,,
4274,2824,GET,TRUE,4.934,15.835,15.506,9.751,3.21,3.14,1.98,,,
788,2828,GET,FALSE,5.727,21.815,16.075,10.092,3.81,2.81,1.76,,,
1434,2828,GET,FALSE,4.984,29.121,20.677,8.956,5.84,4.15,1.8,,,
2599,2828,GET,TRUE,5.245,26.458,15.337,14.001,5.04,2.92,2.67,,,
923,2828,GET,FALSE,7.378,26.742,18.6,8.345,3.62,2.52,1.13,,,
326,2828,GET,TRUE,5.186,28.011,20.511,12.226,5.4,3.96,2.36,,,
2196,2828,GET,FALSE,5.83,37.624,14.602,11.315,6.45,2.5,1.94,,,
2935,2828,GET,FALSE,5.262,10.678,15.476,8.164,2.03,2.94,1.55,,,
425,2828,GET,TRUE,5.469,23.239,17.746,13.093,4.25,3.24,2.39,,,
717,2828,GET,FALSE,5.495,18.951,14.882,8.265,3.45,2.71,1.5,,,
2210,2828,GET,FALSE,6.066,17.767,14.637,15.676,2.93,2.41,2.58,,,
2036,2832,GET,FALSE,4.927,23.508,13.448,9.902,4.77,2.73,2.01,,,
678,2832,GET,TRUE,5.22,21.931,19.112,13.03,4.2,3.66,2.5,,,
2689,2832,PUT,FALSE,14.348,43.103,35.963,22.983,3,2.51,1.6,,,
2060,2832,PUT,FALSE,10.67,47.718,41.109,27.422,4.47,3.85,2.57,,,
942,2832,GET,FALSE,7.141,20.952,14.076,8.715,2.93,1.97,1.22,,,
3438,2832,PUT,FALSE,15.168,59.608,40.954,27.873,3.93,2.7,1.84,,,
791,2832,GET,FALSE,5.607,26.279,23.136,9.942,4.69,4.13,1.77,,,
2912,2832,GET,TRUE,5.024,15.414,18.907,13.268,3.07,3.76,2.64,,,
9447,2832,GET,FALSE,5.21,32.402,18.116,11.829,6.22,3.48,2.27,,,
1737,2832,GET,FALSE,4.403,15.044,13.835,9.427,3.42,3.14,2.14,,,
757,2832,GET,FALSE,5.708,24.832,23.53,8.54,4.35,4.12,1.5,,,
1728,2832,GET,FALSE,7.066,31.453,21.244,11.779,4.45,3.01,1.67,,,
8540,2832,GET,FALSE,5.602,20.462,17.182,12.863,3.65,3.07,2.3,,,
3001,2832,GET,FALSE,4.77,20.939,12.231,10.863,4.39,2.56,2.28,,,
5577,2832,GET,FALSE,7.385,19.17,11.672,9.657,2.6,1.58,1.31,,,
8224,2832,GET,FALSE,4.096,15.027,14.153,9.133,3.67,3.46,2.23,,,
2905,2832,GET,TRUE,5.242,15.396,20.069,13.585,2.94,3.83,2.59,,,
5295,2832,GET,FALSE,5.524,14.139,17.707,9.169,2.56,3.21,1.66,,,
9886,2832,GET,FALSE,4.71,18.247,14.172,10.367,3.87,3.01,2.2,,,
9424,2832,GET,FALSE,5.158,18.929,17.899,10.025,3.67,3.47,1.94,,,
2042,2832,GET,FALSE,4.01,17.137,11.783,8.894,4.27,2.94,2.22,,,
754,2832,GET,FALSE,6.515,18.466,17.594,8.742,2.83,2.7,1.34,,,
362,2832,GET,TRUE,5.408,25.711,18.049,12.899,4.75,3.34,2.39,,,
1487,2832,GET,FALSE,4.828,28.747,13.674,8.163,5.95,2.83,1.69,,,
5238,2840,GET,FALSE,5.663,18.443,18.018,10.069,3.26,3.18,1.78,,,
6688,2840,GET,FALSE,6.453,10.869,11.445,12.945,1.68,1.77,2.01,,,
4601,2840,GET,FALSE,5.727,16.527,17.722,8.722,2.89,3.09,1.52,,,
8059,2840,GET,TRUE,5.374,22.853,17.269,11.767,4.25,3.21,2.19,,,
100,2844,GET,FALSE,5.263,18.293,11.225,8.299,3.48,2.13,1.58,,,
1965,2844,GET,FALSE,4.752,21.193,17.215,11.478,4.46,3.62,2.42,,,
2141,2844,GET,FALSE,4.821,18.441,13.93,9.361,3.83,2.89,1.94,,,
984,2844,GET,FALSE,5.361,25.272,18.566,8.733,4.71,3.46,1.63,,,
925,2844,GET,TRUE,7.591,30.615,27.699,14.252,4.03,3.65,1.88,,,
1750,2844,GET,FALSE,4.643,13.153,13.546,9.467,2.83,2.92,2.04,,,
477,2844,GET,FALSE,5.062,14.858,12.956,9.06,2.94,2.56,1.79,,,
3972,2856,GET,TRUE,5.747,14.853,17.741,11.045,2.58,3.09,1.92,,,
8217,2876,GET,FALSE,4.822,21.039,18.879,10.862,4.36,3.92,2.25,,,
5102,2884,GET,TRUE,4.789,19.903,13.084,12.111,4.16,2.73,2.53,,,
9703,2912,GET,FALSE,5.168,9.528,12.873,9.009,1.84,2.49,1.74,,,
6750,2920,GET,FALSE,6.053,17.434,12.546,11.5,2.88,2.07,1.9,,,
4178,2936,GET,FALSE,5.415,16.276,18.258,10.521,3.01,3.37,1.94,,,
6270,2956,GET,TRUE,6.528,42.047,19.572,17.051,6.44,3,2.61,,,
2192,2996,GET,FALSE,5.777,28.204,22.339,12.402,4.88,3.87,2.15,,,
835,2996,GET,FALSE,5.035,19.944,18.687,8.856,3.96,3.71,1.76,,,
911,2996,GET,FALSE,6.773,17.962,13.069,9.144,2.65,1.93,1.35,,,
9612,2996,GET,FALSE,4.717,15.245,12.605,10.686,3.23,2.67,2.27,,,
2875,2996,GET,FALSE,5.117,13.441,16.388,11.305,2.63,3.2,2.21,,,
1749,2996,GET,FALSE,4.856,14.977,18.505,9.341,3.08,3.81,1.92,,,
35,2996,GET,FALSE,5.473,16.185,14.978,8.504,2.96,2.74,1.55,,,
5042,2996,GET,FALSE,5.9,32.191,22.899,9.415,5.46,3.88,1.6,,,
3443,2996,GET,FALSE,5.186,23.468,12.284,9.249,4.53,2.37,1.78,,,
339,2996,GET,FALSE,5.584,18.841,16.261,8.518,3.37,2.91,1.53,,,
712,2996,GET,FALSE,5.432,19.545,14.458,8.832,3.6,2.66,1.63,,,
8674,2996,GET,FALSE,8.028,17.373,13.824,11.604,2.16,1.72,1.45,,,
3041,2996,GET,FALSE,4.787,23.622,15.951,10.988,4.93,3.33,2.3,,,
872,2996,GET,TRUE,6.192,21.471,18.436,12.951,3.47,2.98,2.09,,,
2699,3000,GET,FALSE,5.173,15.318,14.894,8.986,2.96,2.88,1.74,,,
959,3000,GET,FALSE,6.366,18.485,15.007,8.909,2.9,2.36,1.4,,,
1663,3000,GET,FALSE,5.695,19.672,13.679,8.418,3.45,2.4,1.48,,,
650,3000,GET,TRUE,5.465,28.363,16.701,12.835,5.19,3.06,2.35,,,
37,3000,GET,FALSE,6.265,13.824,19.633,11.032,2.21,3.13,1.76,,,
357,3000,GET,TRUE,5.558,26.639,20.028,11.359,4.79,3.6,2.04,,,
124,3000,GET,FALSE,6.308,15.92,20.995,11.104,2.52,3.33,1.76,,,
625,3000,GET,FALSE,5.15,19.188,13.899,8.414,3.73,2.7,1.63,,,
558,3000,GET,TRUE,5.537,33.177,16.767,14.141,5.99,3.03,2.55,,,
2771,3000,GET,FALSE,5.08,19.298,12.094,9.44,3.8,2.38,1.86,,,
2686,3000,GET,FALSE,4.901,25.921,18.51,8.617,5.29,3.78,1.76,,,
2102,3000,GET,FALSE,4.794,22.624,13.318,9.686,4.72,2.78,2.02,,,
2721,3000,GET,FALSE,4.717,17.163,13.914,11.158,3.64,2.95,2.37,,,
286,3000,GET,FALSE,5.345,16.685,12.715,7.829,3.12,2.38,1.46,,,
499,3000,GET,FALSE,7.157,17.469,20.012,10.242,2.44,2.8,1.43,,,
466,3000,GET,FALSE,5.415,16.174,13.779,10.582,2.99,2.54,1.95,,,
2180,3000,GET,TRUE,7.3,33.54,28.317,19.483,4.59,3.88,2.67,,,
1769,3000,GET,FALSE,4.882,26.582,18.803,9.789,5.44,3.85,2.01,,,
2358,3000,GET,FALSE,5.068,23.941,18.269,11.733,4.72,3.6,2.32,,,
2921,3000,GET,FALSE,4.908,13.273,14.727,9.062,2.7,3,1.85,,,
963,3000,GET,TRUE,6.863,28.456,17.064,13.787,4.15,2.49,2.01,,,
1687,3000,GET,TRUE,4.772,22.368,13.668,12.412,4.69,2.86,2.6,,,
8525,3004,GET,TRUE,5.393,24.995,20.247,13.552,4.63,3.75,2.51,,,
9369,3012,GET,FALSE,4.873,20.673,15.371,11.317,4.24,3.15,2.32,,,
7188,3012,GET,FALSE,5.808,15.66,14.165,8.224,2.7,2.44,1.42,,,
62,3020,GET,TRUE,5.937,19.992,14.964,12.866,3.37,2.52,2.17,,,
1747,3020,GET,TRUE,4.877,17.799,19.765,12.709,3.65,4.05,2.61,,,
2946,3020,GET,FALSE,5.13,28.072,13.913,9.357,5.47,2.71,1.82,,,
2443,3020,GET,FALSE,4.616,18.651,17.79,10.252,4.04,3.85,2.22,,,
1336,3020,GET,TRUE,5.626,18.248,17.206,13.924,3.24,3.06,2.47,,,
1234,3020,GET,FALSE,4.943,13.852,18.656,8.59,2.8,3.77,1.74,,,
2281,3020,GET,FALSE,5.067,15.92,13.57,12.98,3.14,2.68,2.56,,,
2994,3020,GET,FALSE,5.171,19.501,17.423,11.244,3.77,3.37,2.17,,,
99,3020,GET,FALSE,5.282,17.298,11.058,8.117,3.27,2.09,1.54,,,
865,3020,GET,FALSE,5.132,19.402,14.103,9.133,3.78,2.75,1.78,,,
2691,3020,GET,FALSE,5.452,17.767,14.263,8.596,3.26,2.62,1.58,,,
8526,3020,GET,FALSE,5.186,17.504,13.937,10.057,3.38,2.69,1.94,,,
1907,3020,GET,FALSE,5.67,19.742,20.946,10.413,3.48,3.69,1.84,,,
1910,3020,GET,FALSE,5.153,29.699,14.634,10.141,5.76,2.84,1.97,,,
2013,3020,GET,FALSE,5.146,17.169,10.986,11.527,3.34,2.13,2.24,,,
607,3020,GET,TRUE,5.744,23.677,17.017,13.589,4.12,2.96,2.37,,,
573,3020,GET,FALSE,5.043,14.424,12.424,9.986,2.86,2.46,1.98,,,
960,3020,GET,TRUE,6.557,22.719,18.603,12.059,3.46,2.84,1.84,,,
2126,3020,GET,TRUE,4.826,22.176,17.37,12.485,4.6,3.6,2.59,,,
1504,3024,GET,TRUE,5.023,31.7,18.148,12.223,6.31,3.61,2.43,,,
4537,3024,GET,FALSE,5.518,26.106,16.473,9.091,4.73,2.99,1.65,,,
2768,3024,GET,FALSE,5.035,29.505,17.614,9.527,5.86,3.5,1.89,,,
1134,3024,GET,FALSE,5.419,27.288,18.353,9.623,5.04,3.39,1.78,,,
232,3024,GET,FALSE,6.203,21.487,17.913,9.541,3.46,2.89,1.54,,,
6104,3032,GET,TRUE,6.755,21.479,16.36,13.466,3.18,2.42,1.99,,,
6408,3032,GET,TRUE,5.119,28.53,16.123,13.111,5.57,3.15,2.56,,,
